Real Name,Type,Parent Class,Readable Name,Description
a,()I,i,getSizeInventory,*
b,(Lep;)V,fm,obtainEntitySkin,*
i,()V,ff,saveLevel,*
b,(Lep;)V,ff,obtainEntitySkin,*
a,(Lep;Lb;Lb;Lb;F)Ldc;,fx,addToPath,"Adds a path from start to end and returns the whole path (args: unused, start, end, unused, maxDistance)"
b,()Lel;,el,copy,Returns a copy of the bounding box.
a,(Lep;Lep;F)Ldc;,fx,createEntityPathTo,Creates a path from one entity to another within a minimum distance
b,(Lep;Lb;Lb;Lb;F)I,fx,findPathOptions,"populates pathOptions with available points and returns the number of options found (args: unused1, currentPoint, unused2, targetPoint, maxDistance)"
a,(III)Lb;,fx,openPoint,Returns a mapped point or creates and adds one
a,(Lep;IIIF)Ldc;,fx,createEntityPathTo,Creates a path from an entity to a specified location within a minimum distance
a,(Lep;DDDF)Ldc;,fx,createEntityPathTo,Internal implementation of creating a path from an entity to a point
a,(Lb;Lb;)Ldc;,fx,createEntityPath,Returns a new PathEntity for a given start and end point
a,(Lep;IIILb;I)Lb;,fx,getSafePoint,Returns a point that the entity can safely move to
a,(Lhn;)V,kk,handleBlockItemSwitch,*
a,(Lhn;)V,fs,handleBlockItemSwitch,*
G,()V,kc,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,ji,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,lc,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,hd,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,gu,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,gq,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
G,()V,ft,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
c,(Lff;IIII)V,gv,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
G,()V,fi,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
c,(Lff;IIII)V,jy,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
c,(Lff;IIII)V,hv,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
c,(Lff;IIII)V,do,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
b,(B)Ljava/lang/String;,ia,getTagName,"Returns the string name of a tag with the specified type, or 'UNKNOWN' if invalid."
c,(Lff;IIII)V,aw,onBlockPlaced,"Called when a block is placed using an item. Used often for taking the facing and figuring out how to position the item. Args: x, y, z, facing"
d,(II)Lkx;,ks,loadChunk,loads or generates the chunk at the chunk location specified
b,(I)Z,s,canThisPlantGrowOnThisBlockID,Gets passed in the blockID of the block below and supposed to return true if its allowed to grow on the type of blockID passed in. Args: blockID
b,(I)Z,ik,canThisPlantGrowOnThisBlockID,Gets passed in the blockID of the block below and supposed to return true if its allowed to grow on the type of blockID passed in. Args: blockID
b,(I)Z,fr,canThisPlantGrowOnThisBlockID,Gets passed in the blockID of the block below and supposed to return true if its allowed to grow on the type of blockID passed in. Args: blockID
h,(Lff;III)I,kv,getChanceOfNeighborsEncouragingFire,Gets the highest chance of a neighbor block encouraging this block to catch fire
b,(Lel;)V,el,setBB,Sets the bounding box to the same bounds as the bounding box passed in. Args: axisAlignedBB
a,(Ljava/io/DataOutput;)V,jo,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Lda;)V,fs,handleSpawnPosition,*
a,(Ljava/lang/String;Lia;)V,ad,setTag,Stores the given tag into the map with the given string key. This is mostly used to store tag lists.
a,(Ljava/io/DataOutput;)V,kr,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
g,(Ljava/lang/String;)D,ad,getDouble,"Retrieves a double value using the specified key, or 0 if no such key was stored."
a,(Ljava/io/DataOutput;)V,gr,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,q,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,ia,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,hi,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,ez,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,es,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,cm,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,bz,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,e,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/io/DataOutput;)V,ad,writeTagContents,"Write the actual data contents of the tag, implemented in NBT extension classes"
a,(Ljava/lang/String;Lad;)V,ad,setCompoundTag,Stores the given NBTTagCompound into the map with the given string key.
a,(Ljava/lang/String;Z)V,ad,setBoolean,"Stores the given boolean value as a NBTTagByte, storing 1 for true and 0 for false, using the given string key."
a,(Ljava/lang/String;[B)V,ad,setByteArray,Stores a new NBTTagByteArray with the given array as data into the map with the given string key.
a,(Lr;)V,fs,handlePlayerInventory,*
b,()V,net.minecraft.server.MinecraftServer,commandLineParser,Parse the command line and call the corresponding action.
d,(DDD)D,ep,getDistanceSq,"Gets the squared distance to the position. Args: x, y, z"
a,(Ljava/lang/String;S)V,ad,setShort,Stores a new NBTTagShort with the given short value into the map with the given string key.
b,(Lep;Lel;)Ljava/util/List;,ff,getEntitiesWithinAABBExcludingEntity,"Will get all entities within the specified AABB excluding the one passed into it. Args: entityToExclude, aabb"
a,(Lff;IIILlc;)V,fb,onBlockPlacedBy,"Called when a block is using an item and passed in who placed it. Args: x, y, z, entityLiving"
e,(DDD)D,ep,getDistance,"Gets the distance to the position. Args: x, y, z"
a,(Lgd;)V,fs,handleBlockChange,*
b_,()V,lj,onUpdate,Called to update the entity's position/logic.
b_,()V,lc,onUpdate,Called to update the entity's position/logic.
b_,()V,kc,onUpdate,Called to update the entity's position/logic.
b_,()V,kq,onUpdate,Called to update the entity's position/logic.
b_,()V,gx,onUpdate,Called to update the entity's position/logic.
b_,()V,jc,onUpdate,Called to update the entity's position/logic.
b_,()V,id,onUpdate,Called to update the entity's position/logic.
b_,()V,hf,onUpdate,Called to update the entity's position/logic.
b_,()V,gu,onUpdate,Called to update the entity's position/logic.
b_,()V,gq,onUpdate,Called to update the entity's position/logic.
b_,()V,ge,onUpdate,Called to update the entity's position/logic.
b_,()V,gc,onUpdate,Called to update the entity's position/logic.
b_,()V,en,onUpdate,Called to update the entity's position/logic.
b_,()V,fi,onUpdate,Called to update the entity's position/logic.
b_,()V,ep,onUpdate,Called to update the entity's position/logic.
b_,()V,ct,onUpdate,Called to update the entity's position/logic.
b_,()V,cx,onUpdate,Called to update the entity's position/logic.
b_,()V,ca,onUpdate,Called to update the entity's position/logic.
b_,()V,bq,onUpdate,Called to update the entity's position/logic.
a,(Lff;IIILlc;)V,gv,onBlockPlacedBy,"Called when a block is using an item and passed in who placed it. Args: x, y, z, entityLiving"
c,(DDDFF)V,ep,setLocationAndAngles,*
a,(Lcp;)Lgv;,gv,setStepSound,Sets the footstep sound for the block. Returns the object for convenience in constructing.
a,(Lff;IIILlc;)V,fd,onBlockPlacedBy,"Called when a block is using an item and passed in who placed it. Args: x, y, z, entityLiving"
a,(Lff;III)Z,kv,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;IIILlc;)V,et,onBlockPlacedBy,"Called when a block is using an item and passed in who placed it. Args: x, y, z, entityLiving"
a,(Lff;III)Z,hv,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,kn,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,ik,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,jy,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,je,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,ja,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,gv,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,fd,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,et,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,do,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,em,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,df,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,bo,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,c,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,bl,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
a,(Lff;III)Z,ba,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
b,()I,et,tickRate,How many world ticks before ticking
a,(Lff;III)Z,aw,canPlaceBlockAt,"Checks to see if its valid to put this block at the specified coordinates. Args: world, x, y, z"
p,()Z,ep,isSneaking,Returns if this entity is sneaking.
p,()Z,fi,isSneaking,Returns if this entity is sneaking.
b,()I,kv,tickRate,How many world ticks before ticking
b,()I,gv,tickRate,How many world ticks before ticking
b,()I,gl,tickRate,How many world ticks before ticking
b,()I,dn,tickRate,How many world ticks before ticking
b,()I,aw,tickRate,How many world ticks before ticking
b,()I,cu,tickRate,How many world ticks before ticking
b,()I,bo,tickRate,How many world ticks before ticking
b,()I,bm,tickRate,How many world ticks before ticking
c,(Lff;III)V,gv,onBlockDestroyedByExplosion,Called upon the block being destroyed by an explosion
g,(I)I,jf,computeHash,Makes the passed in integer suitable for hashing by a number of shifts
c,(Lff;III)V,et,onBlockDestroyedByExplosion,Called upon the block being destroyed by an explosion
c,(Lff;III)V,ah,onBlockDestroyedByExplosion,Called upon the block being destroyed by an explosion
x,()Z,ep,isEntityAlive,*
c,(I)Liv;,jf,lookupEntry,Returns the internal entry for a key
x,()Z,lc,isEntityAlive,*
a,([Liv;)V,jf,copyTo,Copies the hash slots to a new array
f,()V,fm,tick,Runs a single tick for the world
a,()Z,kv,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
f,()V,ff,tick,Runs a single tick for the world
a,()Z,jy,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,kz,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,kn,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,ik,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,je,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,ja,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,ix,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,hv,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,go,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,hs,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,et,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,gv,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,em,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,do,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,cy,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,dn,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,df,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,bi,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,w,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,bo,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,bl,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,ba,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
a,()Z,aw,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
f,()Ljava/lang/String;,lc,getDeathSound,Returns the sound this mob makes on death.
a,()Z,ao,isOpaqueCube,"Is this block (a) opaque and (b) a full 1m cube?  This determines whether or not to render the shared face of two adjacent blocks and also whether the player can attach torches, redstone wire, etc to this block."
i,(III)I,ff,getBlockLightValue,Gets the light value of a block location
f,()Ljava/lang/String;,kc,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,ji,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,gx,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,ir,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,hd,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,ft,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,ge,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,dh,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,ch,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,bk,getDeathSound,Returns the sound this mob makes on death.
f,()Ljava/lang/String;,bp,getDeathSound,Returns the sound this mob makes on death.
a,(I)V,kf,setLoadingProgress,*
a,()V,kg,updateStats,Updates the stat values and calls paint to redraw the component.
b,(Ljava/lang/String;)V,kf,displayLoadingString,*
a,(Lkg;)V,kg,update,Public static accessor to call updateStats.
d,()Ljava/lang/String;,lc,getLivingSound,Returns the sound this mob makes while it's alive.
b,(DDDFF)V,ep,setPositionAndRotation,"Sets the entity's position and rotation. Args: posX, posY, posZ, yaw, pitch"
d,()Ljava/lang/String;,ji,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,kc,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,ir,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,dh,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,hd,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,ft,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,ch,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,bp,getLivingSound,Returns the sound this mob makes while it's alive.
d,()Ljava/lang/String;,bk,getLivingSound,Returns the sound this mob makes while it's alive.
a,(Lff;IIILjava/util/Random;)V,ja,updateTick,Ticks the block if it's been scheduled
a,(Lbn;)Z,gv,isVecInsideYZBounds,Checks if a vector is within the Y and Z bounds of the block.
a,(Lff;IIILjava/util/Random;)V,kv,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,iy,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,hv,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,hs,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,ik,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,ha,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,gv,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,gl,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,et,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,dn,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,t,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,df,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,cu,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,s,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,bo,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,bm,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,bi,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,az,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,ba,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,af,updateTick,Ticks the block if it's been scheduled
a,(Lff;IIILjava/util/Random;)V,aw,updateTick,Ticks the block if it's been scheduled
a,(Lep;)F,et,getExplosionResistance,*
a,(Lff;IIILjava/util/Random;)V,ab,updateTick,Ticks the block if it's been scheduled
a,(Lep;)F,gv,getExplosionResistance,*
d,()V,it,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
d,()V,lg,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
c,(Lhw;)Z,hw,handleKeyPress,*
d,()V,kq,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
d,()V,i,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
d,()V,ii,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
d,()V,bg,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
d,()V,av,onInventoryChanged,"Called when an the contents of an Inventory change, usually"
a,(Lad;)V,kp,readFromNBT,Reads a tile entity from NBT.
b,(Lbn;)Z,gv,isVecInsideXZBounds,Checks if a vector is within the X and Z bounds of the block.
a,(Lad;)V,jb,readFromNBT,Reads a tile entity from NBT.
a,(Lad;)V,cq,readFromNBT,Reads a tile entity from NBT.
a,(Lad;)V,ek,readFromNBT,Reads a tile entity from NBT.
a,(Lad;)V,bg,readFromNBT,Reads a tile entity from NBT.
b,(Lgq;)V,hf,onCollideWithPlayer,Called by a player entity when they collide with an entity
e,()V,cq,updateEntity,"Allows the entity to update its state. Overridden in most subclasses, e.g. the mob spawner uses this to count ticks and creates a new spawn inside its implementation."
a,(Ljava/lang/Class;Ljava/lang/String;)V,bg,addMapping,Adds a new two-way mapping between the class and its string name in both hashmaps.
e,()V,ek,updateEntity,"Allows the entity to update its state. Overridden in most subclasses, e.g. the mob spawner uses this to count ticks and creates a new spawn inside its implementation."
e,()V,bg,updateEntity,"Allows the entity to update its state. Overridden in most subclasses, e.g. the mob spawner uses this to count ticks and creates a new spawn inside its implementation."
b,(Lgq;)V,id,onCollideWithPlayer,Called by a player entity when they collide with an entity
c,(Lad;)Lbg;,bg,createAndLoadEntity,Creates a new entity and loads its data from the specified NBT.
b,(Lgq;)V,gx,onCollideWithPlayer,Called by a player entity when they collide with an entity
b,(Lgq;)V,ep,onCollideWithPlayer,Called by a player entity when they collide with an entity
a,(Leg;)V,fs,handlePreChunk,*
a,(Lde;)V,fs,handleCollect,*
b,(Lgq;)V,en,onCollideWithPlayer,Called by a player entity when they collide with an entity
b,(Lgq;)V,bq,onCollideWithPlayer,Called by a player entity when they collide with an entity
a,(Ljd;)V,fs,handleBlockDig,*
a,(Lhc;)V,fs,handleUpdateTime,*
a,(Ljd;)V,kk,handleBlockDig,*
a,(Lbr;)V,kk,handleChat,*
a,(Lbr;)V,fs,handleChat,*
a,(Lep;Ljava/lang/String;FF)V,ff,playSoundAtEntity,"Plays a sound at the entity's position. Args: entity, sound, unknown1, unknown2"
a,(Lbn;Lbn;Z)Lhk;,ff,rayTraceBlocks,*
b,(IIIII)Z,ff,setBlockAndMetadataWithNotify,*
a,(Lep;IIIF)Ldc;,ff,getEntityPathToXYZ,*
a,(Lel;Lla;)Z,ff,isMaterialInBB,Returns true if the given bounding box contains the given material
c,(I)V,lc,heal,Heal living entity (param: amount of half-hearts)
c,(I)V,fi,heal,Heal living entity (param: amount of half-hearts)
b,(DDD)Z,ep,isOffsetPositionInLiquid,*
b,(I)F,dn,setFluidHeight,Calculates the height of a fluid from its metadata
d,(IIII)Z,ff,setBlockWithNotify,"Sets a block and notifies relevant systems with the block change  Args: x, y, z, blockID"
b,(DDD)Lbn;,bn,createVector,Static method to create a new vector in the vector list and return it.
a,(Lbn;D)Lbn;,bn,getIntermediateWithXValue,"Returns a new vector with x value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
a,(Lbn;)D,bn,distanceTo,"Euclidean distance between this and the specified vector, returned as double."
a,(DDD)Lbn;,bn,createVectorHelper,"Static method for creating a new Vec3D given the three x,y,z values. This is only called from the other static method which creates and places it in the list."
b,(Lbn;)D,bn,squareDistanceTo,The square of the Euclidean distance between this and the specified vector.
c,()D,bn,lengthVector,Returns the length of the vector.
b,(Lbn;D)Lbn;,bn,getIntermediateWithYValue,"Returns a new vector with y value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
a,()V,bn,initialize,Initializes the next empty vector slot in the list to 0.
g,(Lff;III)Z,c,isThereANeighborChest,"Checks the neighbor blocks to see if there is a chest there. Args: world, x, y, z"
a_,()Lbg;,go,SetBlockEntity,*
a_,()Lbg;,du,SetBlockEntity,*
a_,()Lbg;,fb,SetBlockEntity,*
a_,()Lbg;,cy,SetBlockEntity,*
a_,()Lbg;,c,SetBlockEntity,*
a,(ZLff;III)V,fb,updateFurnaceBlockState,Update which block ID the furnace is using depending on whether or not it is burning
b,(Ljx;III)Z,em,isPowerProviderOrWire,"Returns true if the block coordinate passed can provide power, or is a redstone wire."
f,(Lff;IIII)I,em,getMaxCurrentStrength,"Returns the current strength at the specified block if it is greater than the passed value, or the passed value otherwise. Signature: (world, x, y, z, strength)"
b,(Lad;)V,kq,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
c,(Lep;)V,kq,applyEntityCollision,Applies a velocity to each of the entities pushing them away from each other. Args: entity
c,(Lep;)V,ep,applyEntityCollision,Applies a velocity to each of the entities pushing them away from each other. Args: entity
h,(III)Z,ff,canBlockSeeTheSky,Checks if the specified block is able to see the sky
b,(Lep;I)V,gq,addToPlayerScore,*
b,(Lep;I)V,ep,addToPlayerScore,*
b,(Lad;)V,lc,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,lj,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,kc,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ji,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,jc,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,hf,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ir,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,gu,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,id,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,gx,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,gc,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,gq,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ft,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ge,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,en,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ep,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,cx,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,dh,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ct,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
a,(Lff;Ljava/util/Random;III)Z,kl,generate,*
b,(Lad;)V,bq,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ch,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,ca,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
b,(Lad;)V,bp,readEntityFromNBT,(abstract) Protected helper method to read subclass entity data from NBT.
